name	ra	dec
ECO00744	197.042	18.3754
ECO00745	180.533	20.4943
ECO00746	212.35	17.946
ECO00747	213.486	17.884
ECO00748	202.404	11.4619
ECO00749	178.417	20.7865
ECO00750	199.862	20.4223
ECO00751	180.395	16.2123
ECO00752	175.677	16.6064
ECO00753	198.776	16.7518
ECO00754	172.169	17.2316
ECO00755	199.908	16.2701
ECO00756	175.794	17.336
ECO00757	198.225	17.1538
ECO00758	211.365	12.2318
ECO00759	159.408	16.8586
ECO00760	170.418	16.1274
ECO00761	177.871	18.5819
ECO00762	196.846	17.7911
ECO00763	199.021	16.5058
ECO00764	198.644	16.8879
ECO00765	197.245	18.329
ECO00766	177.311	19.3616
ECO00767	175.804	19.6131
ECO00768	176.906	20.1502
ECO00769	176.392	20.0086
ECO00770	181.043	20.2064
ECO00771	177.926	20.6612
ECO00772	178.201	20.6191
ECO00773	176.401	20.9896
ECO00774	176.563	21.0241
ECO00775	184.739	2.991
ECO00776	130.188	30.4786
ECO00777	130.19	13.7068
ECO00778	180.452	29.9554
ECO00779	180.614	40.8203
ECO00780	135.967	47.3305
ECO00781	181.172	1.9969
ECO00782	181.536	36.8744
ECO00783	182.283	29.4657
ECO00784	183.059	28.1556
ECO00785	183.275	28.9882
ECO00786	183.994	2.0395
ECO00787	184.139	3.5215
ECO00788	184.148	-0.7098
ECO00789	136.302	5.8681
ECO00790	184.355	13.4372
ECO00791	184.4	6.5784
ECO00792	184.429	28.2018
ECO00793	184.478	-0.7447
ECO00794	130.863	4.4332
ECO00795	184.585	47.1312
ECO00796	187.318	43.7458
ECO00797	187.829	27.4497
ECO00798	187.945	40.4046
ECO00799	188.189	11.3872
ECO00800	188.218	33.1327
ECO00801	188.717	1.8831
ECO00802	136.649	42.2821
ECO00803	190.503	0.7539
ECO00804	190.91	41.9261
ECO00805	191.11	27.1928
ECO00806	191.58	31.0847
ECO00807	191.613	40.7508
ECO00808	136.817	16.0165
ECO00809	192.357	4.3925
ECO00810	193.348	27.5131
ECO00811	193.732	28.0669
ECO00812	193.903	26.5644
ECO00813	194.251	1.0287
ECO00814	194.487	27.9918
ECO00815	194.659	27.8226
ECO00816	195.016	27.9647
ECO00817	195.232	47.2221
ECO00818	196.045	47.2134
ECO00819	196.236	29.0924
ECO00820	196.307	4.8999
ECO00821	197.063	29.023
ECO00822	137.439	1.7941
ECO00823	197.212	0.7953
ECO00824	197.264	11.7818
ECO00825	198.026	5.1833
ECO00826	198.068	3.7833
ECO00827	198.861	3.0167
ECO00828	198.886	3.5008
ECO00829	199.171	30.2485
ECO00830	199.175	26.1318
ECO00831	200.023	3.072
ECO00832	200.115	28.124
ECO00833	200.199	13.6345
ECO00834	200.252	35.7783
ECO00835	200.355	42.7303
ECO00836	137.825	17.1686
ECO00837	201.062	31.4612
ECO00838	201.113	33.1064
ECO00839	201.649	32.7609
ECO00840	201.771	31.373
ECO00841	201.89	11.7302
ECO00842	201.919	0.688
ECO00843	202.085	30.9938
ECO00844	202.144	31.1314
ECO00845	202.355	-0.399
ECO00846	203.493	34.8283
ECO00847	203.746	38.3341
ECO00848	204.375	1.0828
ECO00849	204.547	4.5145
ECO00850	204.887	15.2233
ECO00851	205.089	1.5423
ECO00852	205.18	39.5529
ECO00853	205.503	33.1624
ECO00854	205.6	32.8702
ECO00855	206.324	27.1206
ECO00856	138.536	7.3723
ECO00857	208.31	3.8979
ECO00858	209.138	8.6092
ECO00859	209.268	14.1018
ECO00860	138.646	6.5667
ECO00861	209.642	37.4527
ECO00862	210.541	39.2133
ECO00863	211.158	11.7174
ECO00864	212.382	35.4405
ECO00865	212.548	29.4347
ECO00866	213.83	36.2022
ECO00867	213.96	10.9613
ECO00868	214.231	29.4865
ECO00869	214.284	13.6849
ECO00870	215.318	40.1718
ECO00871	215.784	25.2986
ECO00872	138.997	29.1518
ECO00873	139.058	35.1829
ECO00874	216.915	32.1398
ECO00875	217.095	33.2563
ECO00876	217.129	25.7928
ECO00877	217.165	30.4549
ECO00878	139.107	30.8694
ECO00879	217.393	40.8915
ECO00880	217.441	41.8662
ECO00881	217.54	31.2158
ECO00882	217.892	25.3412
ECO00883	218.036	25.8588
ECO00884	139.21	30.09
ECO00885	218.075	31.5083
ECO00886	218.333	25.0502
ECO00887	218.58	25.882
ECO00888	218.644	36.2883
