#name     Ra     Dec
ECO11658 175.962 19.435  
ECO08186 175.963 19.862  
ECO06965 175.973 19.739  
ECO02996 175.976 10.785  
ECO02997 175.978  7.926  
ECO12340 175.982  7.458  
ECO02999 175.985 19.895  
ECO01323 175.986 11.941  
ECO01731 175.986 19.671  
ECO02825 175.986 20.031  
ECO05725 175.989 19.935  
ECO07048 175.989 20.301  
ECO11906 175.989 19.954  
ECO08209 175.990 20.190  
ECO08252 175.992 20.806  
ECO03000 175.992 20.186  
ECO01733 175.995 19.991  
ECO08189 175.995 19.892  
ECO03001 175.995 20.077  
ECO03002 175.998 19.779  
ECO03003 176.003 20.029  
ECO03004 176.008 19.784  
ECO03005 176.009 19.950  
ECO03006 176.009 19.972  
ECO02807 176.013 19.740  
ECO08204 176.016 20.098  
ECO00235 176.019  9.165  
ECO08167 176.020 19.533  
ECO01734 176.022 20.526  
ECO03007 176.023 19.996  
ECO07049 176.024 20.248  
ECO03008 176.039 16.371  
ECO08194 176.051 19.943  
ECO00374 176.056 35.962  
ECO00257 176.058 19.337  
ECO10968 176.064 19.511  
ECO02566 176.067 20.268  
ECO03010 176.069 20.217  
ECO03011 176.072 20.223  
ECO00941 176.076 20.042  
ECO03012 176.079 19.845  
ECO05726 176.083 15.594  
ECO03013 176.085 19.981  
ECO03014 176.087 19.826  
ECO10578 176.092 19.774  
ECO03015 176.093  8.176  
ECO00045 176.094 13.010  
ECO01735 176.095 20.409  
ECO12367 176.095  8.387  
ECO07110 176.096 16.551  
ECO03016 176.098 17.311  
ECO03017 176.105 20.108  
ECO03018 176.105 19.828  
ECO03021 176.107 11.562  
ECO03019 176.108 20.103  
ECO02824 176.109 19.997  
ECO03022 176.118 19.735  
ECO03023 176.118 16.558  
ECO02808 176.119 19.694  
ECO03024 176.120 10.784  
ECO12157 176.123 33.056  
ECO08218 176.126 20.329  
ECO03025 176.128 20.077  
ECO02671 176.128 16.163  
ECO02710 176.128 17.626  
ECO01324 176.134  6.704  
ECO03026 176.134 20.107  
ECO08316 176.136 22.160  
ECO08173 176.140 19.627  
ECO02677 176.146 17.059  
ECO02803 176.152 19.752  
ECO11772 176.153 10.787  
ECO02795 176.167 19.211  
ECO02859 176.168 20.477  
ECO02531 176.171 19.053  
ECO05728 176.173  7.279  
ECO01381 176.179  7.878  
ECO01736 176.181 20.320  
ECO01052 176.191  9.212  
ECO05729 176.195 19.758  
ECO03027 176.196 20.125  
